lottery_draw_number,lottery_result_front_1,lottery_result_front_2,lottery_result_front_3,lottery_result_front_4,lottery_result_front_5,lottery_result_back_1,lottery_result_back_2,lottery_draw_date
14053,2,11,17,27,30,3,4,2014/5/10
14052,14,19,21,24,30,2,7,2014/5/7
14051,1,7,11,29,30,3,11,2014/5/5
14050,10,18,27,28,35,1,6,2014/5/3
14049,3,15,17,22,31,3,5,2014/4/30
14048,1,2,5,15,35,1,11,2014/4/28
14047,6,17,18,30,34,6,12,2014/4/26
14046,3,15,18,21,26,1,6,2014/4/23
14045,6,10,12,16,30,2,11,2014/4/21
14044,22,23,25,27,35,3,11,2014/4/19
14043,1,11,23,29,30,1,12,2014/4/16
14042,16,21,25,27,35,6,11,2014/4/14
14041,5,7,11,15,18,5,12,2014/4/12
14040,12,15,21,30,33,2,8,2014/4/9
14039,2,5,11,15,20,8,11,2014/4/7
14038,7,8,12,20,32,3,5,2014/4/5
14037,3,4,8,19,34,2,4,2014/4/2
14036,1,2,12,17,29,3,8,2014/3/31
14035,9,12,14,28,29,3,10,2014/3/29
14034,3,11,14,27,32,5,7,2014/3/26
14033,1,7,8,28,29,4,8,2014/3/24
14032,2,5,6,9,31,2,9,2014/3/22
14031,6,15,27,32,33,3,4,2014/3/19
14030,3,14,18,29,35,11,12,2014/3/17
14029,3,21,22,23,35,5,9,2014/3/15
14028,3,10,20,25,30,10,12,2014/3/12
14027,9,10,24,28,29,10,12,2014/3/10
14026,5,10,12,15,26,4,8,2014/3/8
14025,19,20,27,32,34,6,8,2014/3/5
14024,7,11,15,31,32,6,11,2014/3/3
14023,4,13,15,29,33,5,9,2014/3/1
14022,3,6,10,16,25,10,11,2014/2/26
14021,6,10,17,23,24,3,9,2014/2/24
14020,1,14,17,30,35,6,7,2014/2/22
14019,7,12,22,29,32,11,12,2014/2/19
14018,8,9,12,28,34,2,12,2014/2/17
14017,5,10,11,23,34,1,10,2014/2/15
14016,4,6,13,24,34,4,9,2014/2/12
14015,4,6,18,20,30,5,7,2014/2/10
14014,1,9,11,27,29,3,11,2014/2/8
14013,10,11,13,22,28,4,12,2014/1/29
14012,9,20,21,23,29,5,7,2014/1/27
14011,4,6,14,24,35,7,12,2014/1/25
14010,5,10,20,26,27,1,3,2014/1/22
14009,10,18,25,29,33,7,8,2014/1/20
14008,11,13,20,28,35,1,5,2014/1/18
14007,8,11,14,21,32,3,11,2014/1/15
14006,1,4,7,16,35,6,8,2014/1/13
14005,15,17,18,29,33,4,8,2014/1/11
14004,7,10,19,27,28,9,12,2014/1/8
14003,7,11,13,21,33,5,6,2014/1/6
14002,1,12,21,24,29,1,7,2014/1/4
14001,5,13,20,23,29,8,11,2014/1/1
13153,4,5,16,17,30,3,9,2013/12/30
13152,9,12,14,18,19,3,9,2013/12/28
13151,2,13,21,27,30,3,4,2013/12/25
13150,6,7,14,18,22,8,11,2013/12/23
13149,6,7,8,9,13,5,7,2013/12/21
13148,2,5,9,29,32,3,7,2013/12/18
13147,3,9,22,24,25,5,9,2013/12/16
13146,6,7,15,25,31,1,9,2013/12/14
13145,2,13,15,18,20,2,11,2013/12/11
13144,3,20,21,23,35,2,8,2013/12/9
13143,3,8,14,21,31,6,8,2013/12/7
13142,6,11,25,28,29,4,12,2013/12/4
13141,5,15,18,25,31,8,10,2013/12/2
13140,1,12,17,26,28,1,6,2013/11/30
13139,5,6,18,20,31,6,7,2013/11/27
13138,3,8,13,17,24,7,9,2013/11/25
13137,4,12,32,33,34,6,8,2013/11/23
13136,5,11,15,25,28,5,11,2013/11/20
13135,4,13,19,25,26,7,12,2013/11/18
13134,2,13,19,23,32,2,9,2013/11/16
13133,2,8,10,16,17,9,12,2013/11/13
13132,23,26,28,31,34,2,10,2013/11/11
13131,12,15,29,30,31,4,12,2013/11/9
13130,8,9,15,19,30,6,9,2013/11/6
13129,11,23,29,30,33,1,4,2013/11/4
13128,11,13,27,33,35,1,2,2013/11/2
13127,3,14,16,19,32,5,10,2013/10/30
13126,9,10,15,18,30,3,6,2013/10/28
13125,4,8,14,23,28,4,8,2013/10/26
13124,5,7,18,21,32,10,11,2013/10/23
13123,2,9,10,33,34,5,12,2013/10/21
13122,15,17,20,24,35,4,12,2013/10/19
13121,3,18,19,20,24,3,12,2013/10/16
13120,6,14,15,22,26,3,11,2013/10/14
13119,1,2,16,23,35,1,11,2013/10/12
13118,4,6,11,20,31,1,5,2013/10/9
13117,5,16,23,25,33,7,12,2013/10/7
13116,13,22,23,30,33,9,11,2013/10/5
13115,5,16,29,32,34,4,11,2013/10/2
13114,6,17,21,23,33,1,9,2013/9/30
13113,19,21,23,28,30,8,12,2013/9/28
13112,2,10,20,22,29,5,12,2013/9/25
13111,7,12,13,20,27,1,3,2013/9/23
13110,7,16,18,32,33,2,7,2013/9/21
13109,13,20,26,29,32,2,6,2013/9/18
13108,5,10,13,15,18,2,11,2013/9/16
13107,7,13,14,18,25,5,12,2013/9/14
13106,6,7,12,13,27,3,12,2013/9/11
13105,7,13,27,30,34,1,12,2013/9/9
13104,2,5,11,27,29,1,11,2013/9/7
13103,5,8,13,16,31,3,9,2013/9/4
13102,6,12,15,19,26,2,11,2013/9/2
13101,4,9,13,15,32,2,9,2013/8/31
13100,9,12,24,26,30,5,9,2013/8/28
13099,4,11,28,30,33,5,12,2013/8/26
13098,2,6,16,29,34,10,11,2013/8/24
13097,7,8,13,17,32,3,8,2013/8/21
13096,17,19,20,22,26,6,8,2013/8/19
13095,3,17,28,30,33,1,10,2013/8/17
13094,3,28,33,34,35,6,9,2013/8/14
13093,1,5,17,18,26,5,7,2013/8/12
13092,7,10,21,27,33,3,9,2013/8/10
13091,4,9,28,34,35,2,8,2013/8/7
13090,2,26,30,31,33,11,12,2013/8/5
13089,6,7,23,24,29,4,11,2013/8/3
13088,3,5,8,33,35,1,3,2013/7/31
13087,9,12,22,32,34,2,4,2013/7/29
13086,9,16,26,29,31,6,9,2013/7/27
13085,8,19,23,27,32,3,5,2013/7/24
13084,8,22,26,29,35,1,5,2013/7/22
13083,26,29,30,32,35,4,10,2013/7/20
13082,3,9,25,26,33,3,12,2013/7/17
13081,7,9,15,17,23,2,7,2013/7/15
13080,6,21,23,27,31,4,6,2013/7/13
13079,9,10,17,21,34,1,7,2013/7/10
13078,2,7,23,31,33,2,8,2013/7/8
13077,24,26,30,32,35,6,12,2013/7/6
13076,13,15,16,26,27,9,10,2013/7/3
13075,1,11,13,19,35,7,8,2013/7/1
13074,6,14,20,24,32,1,7,2013/6/29
13073,3,5,23,27,31,2,6,2013/6/26
13072,12,27,28,33,35,3,5,2013/6/24
13071,13,19,26,27,28,3,11,2013/6/22
13070,9,12,18,21,29,1,8,2013/6/19
13069,6,12,13,16,30,7,12,2013/6/17
13068,10,17,27,34,35,5,7,2013/6/15
13067,2,3,5,8,29,10,12,2013/6/12
13066,6,7,13,33,34,2,11,2013/6/10
13065,9,28,31,34,35,2,9,2013/6/8
13064,21,24,26,28,32,1,3,2013/6/5
13063,3,5,11,27,28,5,6,2013/6/3
13062,1,5,8,9,12,9,12,2013/6/1
13061,1,14,18,21,32,5,10,2013/5/29
13060,15,25,26,32,35,5,10,2013/5/27
13059,3,8,11,24,27,7,12,2013/5/25
13058,20,21,27,31,35,7,11,2013/5/22
13057,7,15,27,33,35,7,10,2013/5/20
13056,11,22,30,32,35,3,4,2013/5/18
13055,4,5,22,23,24,3,9,2013/5/15
13054,5,8,21,30,32,1,8,2013/5/13
13053,13,31,33,34,35,5,7,2013/5/11
13052,1,2,10,29,31,1,10,2013/5/8
13051,5,8,15,18,33,7,8,2013/5/6
13050,14,22,30,32,33,7,8,2013/5/4
13049,18,22,25,31,32,4,6,2013/5/1
13048,10,11,23,32,33,1,4,2013/4/29
13047,12,20,28,30,35,3,11,2013/4/27
13046,15,16,19,25,32,5,11,2013/4/24
13045,8,11,12,21,25,2,7,2013/4/22
13044,7,11,13,18,28,5,10,2013/4/20
13043,7,13,25,34,35,7,9,2013/4/17
13042,2,6,22,23,33,1,6,2013/4/15
13041,3,13,14,15,34,5,8,2013/4/13
13040,16,17,22,26,35,3,10,2013/4/10
13039,6,23,30,33,35,7,10,2013/4/8
13038,1,19,24,25,26,7,9,2013/4/6
13037,2,26,31,32,34,6,8,2013/4/3
13036,8,12,32,33,35,3,5,2013/4/1
13035,5,14,28,32,34,7,8,2013/3/30
13034,1,3,11,19,29,4,8,2013/3/27
13033,12,18,22,28,31,1,11,2013/3/25
13032,12,27,28,33,35,1,8,2013/3/23
13031,12,17,18,26,32,10,11,2013/3/20
13030,3,5,9,10,28,5,7,2013/3/18
13029,5,7,17,25,26,4,10,2013/3/16
13028,13,19,28,30,34,8,12,2013/3/13
13027,3,12,14,24,35,3,8,2013/3/11
13026,2,10,16,30,33,5,6,2013/3/9
13025,3,23,25,26,28,10,12,2013/3/6
13024,9,12,14,18,24,1,4,2013/3/4
13023,5,19,24,26,35,5,7,2013/3/2
13022,3,4,13,17,23,3,8,2013/2/27
13021,23,24,28,30,33,1,11,2013/2/25
13020,6,11,20,31,32,5,9,2013/2/23
13019,6,12,17,29,30,7,11,2013/2/20
13018,20,23,31,33,34,3,9,2013/2/18
13017,11,14,22,29,34,5,11,2013/2/16
13016,5,15,19,27,32,8,9,2013/2/6
13015,14,15,26,32,33,1,11,2013/2/4
13014,5,8,25,29,31,2,4,2013/2/2
13013,13,15,29,30,35,1,11,2013/1/30
13012,1,14,31,32,34,2,11,2013/1/28
13011,1,2,8,15,23,6,9,2013/1/26
13010,9,15,17,18,29,9,11,2013/1/23
13009,10,17,19,27,29,5,12,2013/1/21
13008,2,7,25,29,34,3,6,2013/1/19
13007,14,29,32,33,34,3,6,2013/1/16
13006,8,20,25,31,32,5,7,2013/1/14
13005,18,22,26,28,31,10,12,2013/1/12
13004,7,8,12,20,25,3,7,2013/1/9
13003,1,16,18,21,31,9,12,2013/1/7
13002,4,20,27,31,32,6,12,2013/1/5
13001,6,9,11,31,32,5,11,2013/1/2
12154,3,26,27,31,32,3,9,2012/12/31
12153,8,9,10,13,22,5,10,2012/12/29
12152,4,17,26,33,34,2,8,2012/12/26
12151,3,19,20,24,33,3,4,2012/12/24
12150,2,14,18,24,31,2,3,2012/12/22
12149,2,10,23,33,34,5,10,2012/12/19
12148,4,16,27,29,34,6,11,2012/12/17
12147,2,3,17,19,33,2,9,2012/12/15
12146,1,10,13,17,26,6,8,2012/12/12
12145,5,22,31,33,35,6,9,2012/12/10
12144,11,13,14,21,29,1,10,2012/12/8
12143,9,27,29,30,31,3,6,2012/12/5
12142,15,19,29,34,35,7,10,2012/12/3
12141,3,11,19,23,34,2,12,2012/12/1
12140,7,17,27,28,29,9,10,2012/11/28
12139,9,10,12,22,25,4,11,2012/11/26
12138,13,17,27,31,33,6,12,2012/11/24
12137,3,12,20,21,27,1,6,2012/11/21
12136,2,23,29,30,31,1,4,2012/11/19
12135,3,5,17,18,33,6,7,2012/11/17
12134,1,6,18,32,35,2,7,2012/11/14
12133,5,7,13,29,30,1,5,2012/11/12
12132,5,8,21,25,33,1,11,2012/11/10
12131,2,16,18,27,30,8,12,2012/11/7
12130,14,19,23,29,30,6,7,2012/11/5
12129,1,7,21,28,31,3,9,2012/11/3
12128,9,10,19,30,31,4,11,2012/10/31
12127,12,13,14,25,35,10,12,2012/10/29
12126,13,14,21,28,29,5,10,2012/10/27
12125,6,14,17,22,35,1,2,2012/10/24
12124,7,11,19,20,35,5,10,2012/10/22
12123,5,8,18,30,33,1,9,2012/10/20
12122,23,24,25,29,31,3,12,2012/10/17
12121,7,18,20,29,30,5,6,2012/10/15
12120,2,10,21,23,29,3,4,2012/10/13
12119,5,6,9,19,32,6,9,2012/10/10
12118,5,17,25,30,33,1,12,2012/10/8
12117,1,12,18,21,33,7,8,2012/10/6
12116,1,11,18,20,22,7,10,2012/10/3
12115,1,6,13,19,23,6,9,2012/10/1
12114,3,6,21,33,35,1,7,2012/9/29
12113,3,10,22,27,29,3,12,2012/9/26
12112,1,2,28,31,35,5,7,2012/9/24
12111,1,24,25,30,33,4,11,2012/9/22
12110,1,11,17,19,26,5,12,2012/9/19
12109,1,22,30,32,35,9,11,2012/9/17
12108,6,7,12,24,35,2,6,2012/9/15
12107,4,7,9,22,33,1,3,2012/9/12
12106,15,23,25,29,31,9,10,2012/9/10
12105,5,6,14,15,31,6,8,2012/9/8
12104,16,18,24,25,27,4,9,2012/9/5
12103,2,9,18,23,24,1,4,2012/9/3
12102,2,4,6,13,35,4,8,2012/9/1
12101,2,5,8,9,31,3,7,2012/8/29
12100,7,9,13,19,27,1,3,2012/8/27
12099,12,18,24,25,32,2,12,2012/8/25
12098,2,11,28,29,30,6,12,2012/8/22
12097,9,17,24,29,32,1,2,2012/8/20
12096,5,10,19,24,35,8,9,2012/8/18
12095,6,9,22,27,30,8,12,2012/8/15
12094,2,14,23,32,35,1,10,2012/8/13
12093,2,16,21,31,33,4,11,2012/8/11
12092,8,9,23,25,31,2,12,2012/8/8
12091,3,10,28,31,33,1,9,2012/8/6
12090,2,21,27,29,33,2,10,2012/8/4
12089,6,12,21,29,32,6,11,2012/8/1
12088,13,17,24,30,35,2,10,2012/7/30
12087,1,6,7,21,31,4,11,2012/7/28
12086,3,20,25,29,32,5,10,2012/7/25
12085,7,18,29,31,33,10,12,2012/7/23
12084,21,24,27,29,31,1,2,2012/7/21
12083,16,19,28,29,31,5,8,2012/7/18
12082,2,4,9,10,15,8,10,2012/7/16
12081,10,16,17,30,35,1,8,2012/7/14
12080,11,12,14,25,28,2,5,2012/7/11
12079,1,5,25,32,33,1,10,2012/7/9
12078,1,2,23,25,35,5,12,2012/7/7
12077,10,30,32,33,34,2,3,2012/7/4
12076,2,14,16,22,24,2,5,2012/7/2
12075,7,9,10,18,22,5,10,2012/6/30
12074,10,22,23,30,32,1,7,2012/6/27
12073,18,23,29,33,34,2,7,2012/6/25
12072,4,8,17,22,25,4,10,2012/6/23
12071,13,23,29,31,34,6,8,2012/6/20
12070,9,22,23,32,34,6,8,2012/6/18
12069,2,4,22,25,34,2,11,2012/6/16
12068,1,21,31,32,35,3,6,2012/6/13
12067,20,22,27,30,33,1,2,2012/6/11
12066,1,20,25,29,33,4,6,2012/6/9
12065,10,22,28,29,34,5,11,2012/6/6
12064,9,12,13,15,30,9,10,2012/6/4
12063,11,25,26,29,35,1,2,2012/6/2
12062,21,32,33,34,35,8,9,2012/5/30
12061,5,10,14,27,33,7,9,2012/5/28
12060,2,16,21,24,30,6,10,2012/5/26
12059,9,13,19,21,27,3,4,2012/5/23
12058,13,21,29,31,35,4,12,2012/5/21
12057,1,2,14,33,34,3,5,2012/5/19
12056,11,21,23,26,34,7,9,2012/5/16
12055,7,22,26,32,33,1,8,2012/5/14
12054,1,16,18,27,30,10,11,2012/5/12
12053,11,12,26,28,31,7,12,2012/5/9
12052,10,20,26,31,33,10,12,2012/5/7
12051,1,2,17,18,33,5,12,2012/5/5
12050,13,17,22,28,29,1,10,2012/5/2
12049,9,18,22,27,31,10,12,2012/4/30
12048,6,9,26,30,35,5,6,2012/4/28
12047,5,7,17,30,34,3,10,2012/4/25
12046,4,8,19,23,27,4,11,2012/4/23
12045,5,11,17,20,28,11,12,2012/4/21
12044,3,4,14,32,35,1,2,2012/4/18
12043,1,6,25,31,34,3,9,2012/4/16
12042,7,24,27,28,35,7,12,2012/4/14
12041,1,2,13,22,23,2,10,2012/4/11
12040,2,13,23,28,29,1,5,2012/4/9
12039,15,21,22,24,35,1,5,2012/4/7
12038,11,23,25,31,35,1,3,2012/4/4
12037,9,13,27,31,35,3,10,2012/4/2
12036,1,9,20,30,31,8,12,2012/3/31
12035,1,4,30,32,35,8,12,2012/3/28
12034,1,8,15,16,29,8,9,2012/3/26
12033,8,13,19,27,32,1,8,2012/3/24
12032,7,8,16,26,34,7,11,2012/3/21
12031,19,21,23,25,30,3,8,2012/3/19
12030,3,21,22,26,32,1,3,2012/3/17
12029,4,7,8,18,29,7,10,2012/3/14
12028,10,12,15,33,34,3,10,2012/3/12
12027,3,10,11,22,31,5,7,2012/3/10
12026,10,11,22,23,29,2,9,2012/3/7
12025,1,2,5,12,27,4,7,2012/3/5
12024,3,11,17,21,30,3,7,2012/3/3
12023,7,9,17,29,35,9,10,2012/2/29
12022,7,12,20,33,35,1,10,2012/2/27
12021,10,15,21,31,34,7,8,2012/2/25
12020,12,14,27,29,34,3,6,2012/2/22
12019,7,9,17,30,34,1,12,2012/2/20
12018,3,10,14,29,31,4,8,2012/2/18
12017,6,11,22,29,34,3,12,2012/2/15
12016,5,14,20,29,31,8,12,2012/2/13
12015,12,13,24,26,33,6,8,2012/2/11
12014,10,14,24,30,32,1,12,2012/2/8
12013,7,8,11,12,24,1,2,2012/2/6
12012,6,18,22,30,35,2,7,2012/2/4
12011,5,19,22,29,30,2,4,2012/2/1
12010,25,26,29,32,34,5,7,2012/1/30
12009,6,14,20,29,35,9,10,2012/1/21
12008,6,8,30,31,32,1,11,2012/1/18
12007,4,5,13,17,25,7,10,2012/1/16
12006,3,20,22,25,27,1,9,2012/1/14
12005,1,2,29,31,33,7,12,2012/1/11
12004,10,11,22,31,32,6,7,2012/1/9
12003,16,22,24,33,34,3,10,2012/1/7
12002,3,11,14,26,29,7,8,2012/1/4
12001,7,27,28,32,33,1,12,2012/1/2
11154,4,12,16,20,28,8,11,2011/12/31
11153,6,22,29,30,35,3,5,2011/12/28
11152,1,4,6,21,35,2,11,2011/12/26
11151,7,11,14,20,27,3,10,2011/12/24
11150,13,22,30,33,34,6,12,2011/12/21
11149,2,7,12,29,31,3,5,2011/12/19
11148,7,10,11,26,31,3,4,2011/12/17
11147,1,15,16,27,28,2,7,2011/12/14
11146,9,13,19,29,34,2,11,2011/12/12
11145,7,15,19,24,29,4,6,2011/12/10
11144,7,18,24,28,33,2,3,2011/12/7
11143,8,9,12,25,33,7,10,2011/12/5
11142,4,26,30,33,34,4,6,2011/12/3
11141,2,11,19,22,35,10,12,2011/11/30
11140,1,12,32,33,34,9,11,2011/11/28
11139,4,6,10,15,16,3,4,2011/11/26
11138,17,23,26,30,32,6,12,2011/11/23
11137,2,15,18,23,31,1,2,2011/11/21
11136,8,9,11,19,33,3,12,2011/11/19
11135,6,22,29,33,35,3,12,2011/11/16
11134,1,10,12,14,17,9,10,2011/11/14
11133,4,11,23,26,35,3,12,2011/11/12
11132,12,14,16,19,33,2,9,2011/11/9
11131,3,5,12,18,33,7,11,2011/11/7
11130,8,9,13,23,35,11,12,2011/11/5
11129,1,7,13,18,23,4,8,2011/11/2
11128,3,4,6,11,13,1,2,2011/10/31
11127,1,11,22,26,29,5,8,2011/10/29
11126,7,17,29,30,33,10,12,2011/10/26
11125,7,10,27,34,35,10,12,2011/10/24
11124,8,12,14,20,25,6,8,2011/10/22
11123,10,14,18,19,35,1,6,2011/10/19
11122,3,8,23,24,34,5,12,2011/10/17
11121,2,3,30,31,33,3,9,2011/10/15
11120,20,25,26,30,31,9,10,2011/10/12
11119,4,15,20,26,31,6,12,2011/10/10
11118,4,7,11,32,35,5,7,2011/10/8
11117,10,12,28,32,33,3,5,2011/10/5
11116,10,15,18,19,26,7,12,2011/10/3
11115,17,26,30,31,35,6,11,2011/10/1
11114,6,8,17,27,35,2,11,2011/9/28
11113,4,5,7,10,12,4,5,2011/9/26
11112,6,17,28,32,33,8,12,2011/9/24
11111,2,11,13,23,31,11,12,2011/9/21
11110,30,31,33,34,35,4,7,2011/9/19
11109,1,11,12,22,34,8,10,2011/9/17
11108,7,15,18,24,28,1,7,2011/9/14
11107,2,6,18,30,32,1,8,2011/9/12
11106,1,9,29,30,35,5,9,2011/9/10
11105,2,11,26,32,33,5,12,2011/9/7
11104,7,19,27,28,34,2,5,2011/9/5
11103,3,4,26,29,34,1,3,2011/9/3
11102,19,24,28,31,34,4,12,2011/8/31
11101,5,12,20,28,30,3,7,2011/8/29
11100,8,11,13,28,33,8,9,2011/8/27
11099,2,6,9,12,20,5,8,2011/8/24
11098,6,7,28,33,35,1,10,2011/8/22
11097,4,19,28,31,33,11,12,2011/8/20
11096,3,8,20,24,25,1,2,2011/8/17
11095,9,12,17,19,29,6,11,2011/8/15
11094,11,21,22,32,34,4,8,2011/8/13
11093,4,6,8,19,31,10,11,2011/8/10
11092,10,17,19,32,33,1,12,2011/8/8
11091,11,17,23,29,30,6,8,2011/8/6
11090,2,4,29,30,34,5,8,2011/8/3
11089,5,6,23,27,34,3,4,2011/8/1
11088,20,21,27,29,35,3,8,2011/7/30
11087,6,13,20,25,34,7,9,2011/7/27
11086,4,5,6,9,15,1,6,2011/7/25
11085,2,17,19,21,22,3,10,2011/7/23
11084,14,29,31,34,35,1,12,2011/7/20
11083,6,8,18,20,24,4,8,2011/7/18
11082,7,20,25,30,32,5,9,2011/7/16
11081,4,13,20,21,35,2,9,2011/7/13
11080,5,12,30,31,32,1,3,2011/7/11
11079,1,3,23,30,31,2,10,2011/7/9
11078,4,9,16,27,30,2,6,2011/7/6
11077,5,8,19,33,34,1,12,2011/7/4
11076,18,23,25,29,30,1,2,2011/7/2
11075,6,9,20,23,28,6,10,2011/6/29
11074,7,16,23,28,31,3,6,2011/6/27
11073,13,19,20,22,33,5,11,2011/6/25
11072,3,11,13,20,35,3,8,2011/6/22
11071,27,31,33,34,35,4,6,2011/6/20
11070,9,19,22,29,30,2,8,2011/6/18
11069,3,5,28,29,33,4,12,2011/6/15
11068,1,13,16,18,32,7,9,2011/6/13
11067,10,17,22,24,32,3,10,2011/6/11
11066,6,13,18,20,33,9,10,2011/6/8
11065,3,11,14,25,34,1,4,2011/6/6
11064,1,6,27,30,34,1,6,2011/6/4
11063,10,17,18,26,32,1,5,2011/6/1
11062,6,10,17,20,21,3,7,2011/5/30
11061,6,7,16,18,20,4,10,2011/5/28
11060,3,25,29,32,34,9,10,2011/5/25
11059,9,16,21,29,34,7,10,2011/5/23
11058,1,9,27,32,33,3,6,2011/5/21
11057,7,11,30,31,34,9,12,2011/5/18
11056,3,5,29,30,31,8,10,2011/5/16
11055,1,7,31,32,35,2,10,2011/5/14
11054,5,9,16,26,35,3,10,2011/5/11
11053,3,16,28,31,32,1,9,2011/5/9
11052,13,24,31,32,33,3,9,2011/5/7
11051,6,8,12,17,18,5,10,2011/5/4
11050,4,7,29,32,33,8,10,2011/5/2
11049,5,6,10,22,25,1,9,2011/4/30
11048,13,17,25,27,28,2,3,2011/4/27
11047,2,15,22,33,35,5,8,2011/4/25
11046,9,15,16,19,29,4,6,2011/4/23
11045,13,21,22,29,31,7,11,2011/4/20
11044,11,21,24,26,31,6,7,2011/4/18
11043,2,8,23,33,35,5,10,2011/4/16
11042,6,9,18,30,32,10,12,2011/4/13
11041,4,5,11,13,25,3,6,2011/4/11
11040,3,7,15,18,20,1,6,2011/4/9
11039,1,11,14,22,34,6,8,2011/4/6
11038,7,9,11,13,33,10,12,2011/4/4
11037,1,12,14,22,24,10,12,2011/4/2
11036,3,18,29,30,33,8,9,2011/3/30
11035,3,4,13,15,32,4,9,2011/3/28
11034,3,6,9,17,27,3,9,2011/3/26
11033,3,19,24,29,33,3,9,2011/3/23
11032,7,16,23,31,33,3,10,2011/3/21
11031,12,17,19,22,35,4,11,2011/3/19
11030,15,19,25,30,33,3,8,2011/3/16
11029,3,9,17,24,28,6,12,2011/3/14
11028,1,2,13,17,28,1,4,2011/3/12
11027,5,14,25,34,35,2,5,2011/3/9
11026,1,9,15,20,29,7,9,2011/3/7
11025,8,9,25,28,29,2,10,2011/3/5
11024,12,15,16,20,33,8,12,2011/3/2
11023,5,13,16,18,24,2,12,2011/2/28
11022,9,14,24,25,34,1,4,2011/2/26
11021,1,9,13,17,30,2,8,2011/2/23
11020,9,12,19,22,28,1,5,2011/2/21
11019,8,21,23,27,33,6,11,2011/2/19
11018,16,22,24,32,34,2,10,2011/2/16
11017,16,19,24,26,31,2,4,2011/2/14
11016,15,20,30,33,35,6,9,2011/2/12
11015,8,18,19,22,23,1,3,2011/2/9
11014,2,14,20,21,24,2,9,2011/1/31
11013,5,8,14,28,30,4,6,2011/1/29
11012,3,12,19,25,30,8,11,2011/1/26
11011,2,17,23,24,30,2,9,2011/1/24
11010,4,8,10,14,27,5,7,2011/1/22
11009,9,10,11,14,24,3,8,2011/1/19
11008,1,23,26,27,30,5,6,2011/1/17
11007,14,24,32,33,35,2,9,2011/1/15
11006,2,8,16,26,35,11,12,2011/1/12
11005,1,7,25,27,30,7,12,2011/1/10
11004,7,8,10,23,25,7,9,2011/1/8
11003,1,24,27,30,31,1,6,2011/1/5
11002,11,13,27,28,29,2,6,2011/1/3
11001,7,8,15,32,34,5,12,2011/1/1
10153,6,7,16,24,35,4,6,2010/12/29
10152,2,5,18,22,23,7,12,2010/12/27
10151,1,10,32,33,35,3,8,2010/12/25
10150,5,24,28,29,35,1,9,2010/12/22
10149,5,22,24,25,30,1,6,2010/12/20
10148,3,4,8,10,35,2,6,2010/12/18
10147,1,15,19,21,23,11,12,2010/12/15
10146,14,17,30,31,34,4,10,2010/12/13
10145,18,19,27,28,33,3,6,2010/12/11
10144,2,11,16,22,31,10,11,2010/12/8
10143,10,16,18,22,27,6,8,2010/12/6
10142,10,11,19,21,27,4,6,2010/12/4
10141,5,11,17,23,33,3,10,2010/12/1
10140,6,18,20,30,31,3,6,2010/11/29
10139,3,13,16,19,29,7,9,2010/11/27
10138,8,12,14,19,27,5,6,2010/11/24
10137,22,27,28,33,35,9,11,2010/11/22
10136,3,13,18,30,33,7,8,2010/11/20
10135,14,17,19,26,32,3,4,2010/11/17
10134,9,12,13,19,30,4,5,2010/11/15
10133,11,16,17,21,22,3,6,2010/11/13
10132,18,21,23,25,29,6,11,2010/11/10
10131,10,15,22,28,29,4,12,2010/11/8
10130,5,6,9,10,34,8,11,2010/11/6
10129,14,15,24,25,26,3,7,2010/11/3
10128,6,17,19,29,35,2,8,2010/11/1
10127,3,22,24,30,33,4,10,2010/10/30
10126,3,5,9,13,33,5,11,2010/10/27
10125,1,7,9,14,19,9,12,2010/10/25
10124,1,9,27,29,34,1,6,2010/10/23
10123,18,20,30,32,33,1,11,2010/10/20
10122,5,6,11,13,26,2,7,2010/10/18
10121,21,22,31,32,34,2,12,2010/10/16
10120,8,10,18,34,35,6,10,2010/10/13
10119,5,13,14,23,26,2,3,2010/10/11
10118,19,22,23,29,35,8,10,2010/10/9
10117,4,6,21,27,34,5,9,2010/10/6
10116,14,22,27,28,35,4,10,2010/10/4
10115,5,7,10,15,32,3,8,2010/10/2
10114,3,7,22,25,35,3,11,2010/9/29
10113,5,16,22,23,32,4,10,2010/9/27
10112,14,15,18,34,35,8,10,2010/9/25
10111,3,6,13,14,29,1,2,2010/9/22
10110,21,29,30,33,35,7,11,2010/9/20
10109,1,2,8,11,25,10,12,2010/9/18
10108,1,10,13,19,34,9,12,2010/9/15
10107,14,17,22,27,34,3,5,2010/9/13
10106,5,27,28,29,34,9,12,2010/9/11
10105,5,17,26,27,35,8,9,2010/9/8
10104,14,25,30,32,33,1,11,2010/9/6
10103,10,14,29,30,35,5,8,2010/9/4
10102,4,15,19,24,35,1,10,2010/9/1
10101,11,15,22,27,35,5,8,2010/8/30
10100,19,20,30,33,35,6,8,2010/8/28
10099,3,11,17,21,30,1,8,2010/8/25
10098,2,3,12,13,25,1,7,2010/8/23
10097,9,17,21,28,29,2,8,2010/8/21
10096,4,9,24,30,35,1,10,2010/8/18
10095,12,14,16,19,25,1,6,2010/8/16
10094,20,32,33,34,35,6,7,2010/8/14
10093,2,4,9,28,29,5,8,2010/8/11
10092,2,15,29,30,34,2,12,2010/8/9
10091,6,10,23,26,31,5,7,2010/8/7
10090,8,24,26,31,32,7,9,2010/8/4
10089,4,10,13,18,23,8,10,2010/8/2
